PROVINCIA,MUNICIPIO,INSTITUCION_EDUCATIVA,SEDE_EDUCATIVA,ZONA,PROYECTOS_CONECTIVIDAD_2024,OPERADOR,ESTADO,MEDIO_ENLACE,ANCHO_BANDA_SUBIDA_MB,ANCHO_BANDA_DESCARGA_MB,FINALIZACION_CONTRATO,LATITUD,LONGITUD
RICAURTE,GACHANTIVÁ,I.E. JUAN JOSE NEIRA,CONC URB JUAN J NEIRA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.752357302,-73.54765755
RICAURTE,GACHANTIVÁ,I.E. JUAN JOSE NEIRA,I.E. JUAN JOSE NEIRA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.752057894,-73.54996645
SUGAMUXI,GAMEZA,I.E. JUAN JOSE REYES PATRIA,CONC FCO JOSE DE CALDAS,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.800966822493,-72.805182822773
SUGAMUXI,GAMEZA,I.E. JUAN JOSE REYES PATRIA,I.E. JUAN JOSE REYES PATRIA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.8023645886684,-72.806606110654
SUGAMUXI,GAMEZA,I.E. SAZA,I.E. SAZA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.76996572,-72.76194019
NEIRA,GARAGOA,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.0816602807395,-73.362101943877
NEIRA,GARAGOA,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,CONC URB MIXTA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.08017222,-73.36125756
NEIRA,GARAGOA,I.E. TECNICA SAN LUIS,ESCUELA ANEXA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,,
NEIRA,GARAGOA,I.E. TECNICA SAN LUIS,I.E. TECNICA SAN LUIS - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.0862655214869,-73.362384713916
GUTIÉRREZ,GUACAMAYAS,I.E. TECNICA SAN DIEGO DE ALCALA,I.E. TECNICA SAN DIEGO DE ALCALA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,6.4595358662037,-72.499833026256
ORIENTE,GUATEQUE,I.E. TECNICA ENRIQUE OLAYA HERRERA,COL BAS HORTENSIA PERILLA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.00319683,-73.47381303
ORIENTE,GUATEQUE,I.E. TECNICA VALLE DE TENZA,CONC ALIANZA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.0035037453381,-73.473717348328
ORIENTE,GUATEQUE,I.E. TECNICA ENRIQUE OLAYA HERRERA,I.E. TECNICA ENRIQUE OLAYA HERRERA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,4.9979962460725,-73.474124423146
ORIENTE,GUATEQUE,I.E. TECNICA VALLE DE TENZA,I.E. TECNICA VALLE DE TENZA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.013966627,-73.46546857
ORIENTE,GUAYATÁ,I.E. TECNICA LAS MERCEDES,CONC URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,4.968590089,-73.4893675
ORIENTE,GUAYATÁ,I.E. SOCHAQUIRA ABAJO,I.E. SOCHAQUIRA ABAJO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,4.955885,-73.509918
ORIENTE,GUAYATÁ,I.E. TECNICA LAS MERCEDES,I.E. TECNICA LAS MERCEDES - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,4.9691014838125,-73.489366357099
GUTIÉRREZ,GÜICÁN,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,6.4629066797791,-72.412909581251
SUGAMUXI,IZA,I.E. TECNICA SERGIO CAMARGO,CONC SERGIO CAMARGO,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.613025667,-72.97984893
SUGAMUXI,IZA,I.E. TECNICA SERGIO CAMARGO,I.E. TECNICA SERGIO CAMARGO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.6072999999879,-72.980465538519
MÁRQUEZ,JENESANO,I.E. TECNICO COMERCIAL,20 DE JULIO,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.381999047,-73.36481555
MÁRQUEZ,JENESANO,I.E. TECNICO COMERCIAL,I.E. TECNICO COMERCIAL - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.3893081798474,-73.362853138767
VALDERRAMA,JERICÓ,I.E. TECNICA LOPEZ QUEVEDO,CONC URB KENNEDY,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,6.147246769,-72.56848861
VALDERRAMA,JERICÓ,I.E. TECNICA LOPEZ QUEVEDO,I.E. TECNICA LOPEZ QUEVEDO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,6.144349557,-72.57162828
ORIENTE,LA CAPILLA,I.E. LA CANDELARIA,I.E. LA CANDELARIA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.0959279199124,-73.443441303002
ORIENTE,LA CAPILLA,I.E. LA CANDELARIA,CON URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.0959279199124,-73.443441303002
NORTE,LA UVITA,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,6.31792,-72.559739
NORTE,LA UVITA,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,SEDE PRIMARIA URBANA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,6.316176147,-72.56144455
OCCIDENTE,LA VICTORIA,I.E. ALFONSO LOPEZ PUMAREJO,I.E. ALFONSO LOPEZ PUMAREJO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.522546553,-74.2369095
LA LIBERTAD,LABRANZAGRANDE,I.E. TECNICA VALENTIN GARCIA,CONC URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.562932181,-72.57679962
LA LIBERTAD,LABRANZAGRANDE,I.E. TECNICA VALENTIN GARCIA,I.E. TECNICA VALENTIN GARCIA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.56345737,-72.57765775
NEIRA,MACANAL,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,CONC ESCOLAR URB,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,4.971389,-73.316944
NEIRA,MACANAL,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,4.973105253,-73.31711118
OCCIDENTE,MARIPÍ,I.E. JORGE ELIECER GAITAN,CONC URB MIX,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,,
OCCIDENTE,MARIPÍ,I.E. JORGE ELIECER GAITAN,I.E. JORGE ELIECER GAITAN - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.550951903,-74.00299487
LENGUPÁ,MIRAFLORES,I.E. SERGIO CAMARGO,I.E. SERGIO CAMARGO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.1926854776011,-73.138134798068
LENGUPÁ,MIRAFLORES,I.E. SERGIO CAMARGO,RAFAEL URIBE URIBE,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.163611,-73.1425
SUGAMUXI,MONGUA,I.E. TECNICA LISANDRO CELY,CONC POLICARPA SALAVARRIETA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.7536632157326,-72.798945209294
SUGAMUXI,MONGUA,I.E. TECNICA LISANDRO CELY,I.E. TECNICA LISANDRO CELY - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.7543325508799,-72.799897926368
SUGAMUXI,MONGUA,I.E. TUNJUELO,I.E. TUNJUELO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.757936037,-72.76014694
SUGAMUXI,MONGUÍ,I.E. TECNICA DE MONGUI,I.E. TECNICA DE MONGUI - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.72251926,-72.8499361
SUGAMUXI,MONGUÍ,I.E. TECNICA JOSE ACEVEDO Y GOMEZ,I.E. TECNICA JOSE ACEVEDO Y GOMEZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.725122115,-72.85159889
SUGAMUXI,MONGUÍ,I.E. TECNICA JOSE ACEVEDO Y GOMEZ,JUAN BAUTISTA CUJAR,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.725297984,-72.85165293
RICAURTE,MONIQUIRÁ,I.E. HERNANDO GELVEZ SUAREZ,I.E. HERNANDO GELVEZ SUAREZ - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.864381687,-73.55064924
RICAURTE,MONIQUIRÁ,I.E. SAN ALBERTO MAGNO,I.E. SAN ALBERTO MAGNO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.922975915,-73.54141218
RICAURTE,MONIQUIRÁ,I.E. TECNICA ANTONIO NARIÑO,I.E. TECNICA ANTONIO NARIÑO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.872089386,-73.57728139
RICAURTE,MONIQUIRÁ,I.E. TECNICA JORDAN,I.E. TECNICA JORDAN - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.914444,-73.555278
RICAURTE,MONIQUIRÁ,I.E. TECNICA LA LAJA,I.E. TECNICA LA LAJA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.888940104,-73.54101243
RICAURTE,MONIQUIRÁ,I.E. TECNICA ANTONIO NARIÑO,SEDE ANTONIO RICAURTE,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,,
RICAURTE,MONIQUIRÁ,I.E. TECNICA ANTONIO NARIÑO,SEDE ANEXA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.8740089717821,-73.57429241454
RICAURTE,MONIQUIRÁ,I.E. TECNICA ANTONIO NARIÑO,SEDE GASPAR RAMIREZ,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,,
RICAURTE,MONIQUIRÁ,I.E. TECNICA ANTONIO NARIÑO,SEDE CENTRAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.877395108124,-73.568428548434
CENTRO,MOTAVITA,I.E. TECNICA SANTA CRUZ DE MOTAVITA,CONC URB MIX,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,,
CENTRO,MOTAVITA,I.E. TECNICA AMBIENTAL SOTE PANELAS,I.E. TECNICA AMBIENTAL SOTE PANELAS - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.634078765,-73.38515347
CENTRO,MOTAVITA,I.E. TECNICA SANTA CRUZ DE MOTAVITA,I.E. TECNICA SANTA CRUZ DE MOTAVITA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.579512,-73.365766
OCCIDENTE,MUZO,I.E. SAN MARCOS,CONC URB JOSE FRANCISCO MAHECHA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.529167,-74.100556
OCCIDENTE,MUZO,I.E. CONCHA MEDINA DE SILVA,I.E. CONCHA MEDINA DE SILVA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.538372091,-74.13559441
OCCIDENTE,MUZO,I.E. NUESTRA SEÑORA DE LA NAVAL,I.E. NUESTRA SEÑORA DE LA NAVAL - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.522736653,-74.07043525
OCCIDENTE,MUZO,I.E. SAN MARCOS,I.E. SAN MARCOS - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.530003244,-74.10196353
SUGAMUXI,NOBSA,I.E. TECNICA DE NOBSA,CONC KENNEDY,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.770175857,-72.93757545
SUGAMUXI,NOBSA,I.E. TECNICA DE NOBSA,I.E. TECNICA DE NOBSA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.774196668,-72.93816102
MÁRQUEZ,NUEVO COLÓN,I.E. NUESTRA SEÑORA DE LA ANTIGUA,I.E. NUESTRA SEÑORA DE LA ANTIGUA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.3545928947113,-73.456752321529
CENTRO,OICATÁ,I.E. NICOLAS CUERVO Y ROJAS,I.E. NICOLAS CUERVO Y ROJAS - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.596299636,-73.30817918
OCCIDENTE,OTANCHE,I.E. SAN IGNACIO DE LOYOLA,CONC PABLO SEXTO,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.6567562418135,-74.182415964981
OCCIDENTE,OTANCHE,I.E. SAN IGNACIO DE LOYOLA,I.E. SAN IGNACIO DE LOYOLA - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.656951141,-74.18190635
NEIRA,PACHAVITA,I.E. TECNICA HONORIO ANGEL Y OLARTE,I.E. TECNICA HONORIO ANGEL Y OLARTE - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.1406688180773,-73.39702396539
LENGUPÁ,PÁEZ,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,CON. BOLIVAR,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.100065127,-73.05185448
LENGUPÁ,PÁEZ,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.099703219,-73.05277628
TUNDAMA,PAIPA,I.E. EL ROSARIO,CONC. LA PRADERA,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.783209986,-73.13292012
TUNDAMA,PAIPA,I.E. ARMANDO SOLANO,I.E. ARMANDO SOLANO - SEDE PRINCIPAL,URBANA,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,20,08/28/2024 12:00:00 AM,5.774836556,-73.11624907
TUNDAMA,PAIPA,I.E. RAFAEL BAYONA NIÑO,I.E. RAFAEL BAYONA NIÑO - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.795569,-73.089731
TUNDAMA,PAIPA,I.E. TECNICA AGRICOLA,I.E. TECNICA AGRICOLA - SEDE PRINCIPAL,RURAL,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,NA,0.0,15,08/28/2024 12:00:00 AM,5.744735,-73.130842
